customer_id,contract,internet_service,tech_support,payment_method,paperless_billing,churn
0533-BNWKF,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1708-PBBOA,One year,DSL,Yes,Electronic check,Yes,No
8782-LKFPK,Month-to-month,Fiber optic,No,Mailed check,Yes,No
5522-JBWMO,Month-to-month,DSL,No,Electronic check,No,No
3597-MVHJT,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
9774-NRNAU,Month-to-month,DSL,Yes,Bank transfer (automatic),Yes,No
0224-RLWWD,Month-to-month,DSL,No,Electronic check,Yes,No
9967-ATRFS,Month-to-month,No,No internet service,Mailed check,No,No
3951-NJCVI,Month-to-month,Fiber optic,No,Electronic check,Yes,No
2977-CEBSX,Two year,DSL,Yes,Credit card (automatic),Yes,No
0177-PXBAT,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
6599-CEBNN,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
2519-ERQOJ,Month-to-month,DSL,Yes,Electronic check,Yes,No
5876-QMYLD,One year,No,No internet service,Mailed check,No,No
2277-AXSDC,One year,No,No internet service,Bank transfer (automatic),No,No
9442-JTWDL,One year,No,No internet service,Credit card (automatic),No,No
0979-PHULV,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
3067-SVMTC,One year,DSL,Yes,Bank transfer (automatic),No,No
5495-GPSRW,Two year,No,No internet service,Mailed check,Yes,No
7606-BPHHN,Two year,No,No internet service,Credit card (automatic),Yes,No
4742-DRORA,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
0111-KLBQG,Month-to-month,Fiber optic,No,Mailed check,Yes,No
4800-VHZKI,Month-to-month,No,No internet service,Mailed check,Yes,Yes
7989-CHGTL,Month-to-month,No,No internet service,Mailed check,Yes,Yes
0334-GDDSO,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4163-NCJAK,One year,No,No internet service,Bank transfer (automatic),Yes,No
5233-AOZUF,Month-to-month,Fiber optic,No,Electronic check,Yes,No
5973-EJGDP,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
1996-DBMUS,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
7916-VCCPB,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
4686-GEFRM,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
5249-QYHEX,Two year,No,No internet service,Mailed check,Yes,No
0578-SKVMF,Month-to-month,Fiber optic,No,Electronic check,No,Yes
5564-NEMQO,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
2233-FAGXV,Month-to-month,No,No internet service,Mailed check,Yes,No
5605-IYGFG,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
7663-ZTEGJ,One year,Fiber optic,Yes,Credit card (automatic),No,No
3935-TBRZZ,One year,No,No internet service,Mailed check,No,No
8111-BKVDS,Month-to-month,DSL,No,Bank transfer (automatic),No,No
2055-SIFSS,Month-to-month,DSL,No,Bank transfer (automatic),No,No
2806-MLNTI,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
8734-DKSTZ,Month-to-month,Fiber optic,No,Electronic check,No,No
4360-PNRQB,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
6152-ONASV,One year,DSL,Yes,Bank transfer (automatic),No,No
9063-ZGTUY,Month-to-month,No,No internet service,Mailed check,Yes,Yes
7781-HVGMK,Two year,DSL,Yes,Credit card (automatic),Yes,No
2181-UAESM,Month-to-month,DSL,No,Electronic check,No,No
2957-LOLHO,Month-to-month,DSL,No,Bank transfer (automatic),Yes,Yes
6048-NJXHX,Two year,No,No internet service,Electronic check,Yes,No
2320-SLKMB,Month-to-month,DSL,Yes,Credit card (automatic),Yes,No
4980-URKXC,One year,No,No internet service,Bank transfer (automatic),No,No
4376-KFVRS,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
5886-VLQVU,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
3577-AMVUX,Month-to-month,DSL,Yes,Mailed check,No,No
0771-WLCLA,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
5628-RKIFK,Month-to-month,Fiber optic,No,Credit card (automatic),No,No
0206-TBWLC,One year,Fiber optic,Yes,Mailed check,Yes,No
2937-FTHUR,Month-to-month,DSL,No,Electronic check,No,No
1910-FMXJM,Month-to-month,Fiber optic,No,Electronic check,No,No
7752-XUSCI,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4110-PFEUZ,Month-to-month,Fiber optic,No,Mailed check,No,Yes
0732-OCQOC,Two year,No,No internet service,Bank transfer (automatic),Yes,No
5168-MSWXT,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1090-ESELR,Two year,Fiber optic,Yes,Bank transfer (automatic),No,No
8592-PLTMQ,One year,No,No internet service,Mailed check,No,No
5760-WRAHC,Month-to-month,DSL,Yes,Mailed check,Yes,No
8847-GEOOQ,Month-to-month,DSL,Yes,Bank transfer (automatic),Yes,No
0256-LTHVJ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4785-FCIFB,Two year,No,No internet service,Mailed check,No,No
8313-NDOIA,Month-to-month,Fiber optic,No,Electronic check,Yes,No
5149-CUZUJ,One year,Fiber optic,Yes,Bank transfer (automatic),No,No
0942-KOWSM,Two year,DSL,Yes,Bank transfer (automatic),No,No
4237-CLSMM,Month-to-month,No,No internet service,Mailed check,No,No
1452-VOQCH,Month-to-month,Fiber optic,No,Electronic check,Yes,No
4719-UMSIY,Month-to-month,No,No internet service,Mailed check,No,No
6614-VBEGU,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
0880-TKATG,Month-to-month,Fiber optic,No,Electronic check,No,Yes
3811-VBYBZ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1480-BKXGA,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
2996-XAUVF,Two year,DSL,Yes,Mailed check,Yes,No
9076-AXYIK,Two year,Fiber optic,Yes,Electronic check,No,No
5968-XQIVE,One year,Fiber optic,No,Electronic check,Yes,No
8896-RAZCR,Two year,No,No internet service,Mailed check,No,No
4640-UHDOS,Month-to-month,DSL,No,Electronic check,No,Yes
4933-IKULF,One year,No,No internet service,Mailed check,No,No
3583-EKAPL,Month-to-month,DSL,No,Electronic check,Yes,Yes
1304-BCCFO,Month-to-month,DSL,No,Mailed check,Yes,No
4104-PVRPS,Month-to-month,DSL,Yes,Mailed check,No,No
9399-APLBT,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
2359-KMGLI,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
3780-DDGSE,Month-to-month,DSL,Yes,Electronic check,Yes,No
4431-EDMIQ,Month-to-month,DSL,Yes,Electronic check,Yes,No
0306-JAELE,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes
6227-HWPWX,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,Yes
0486-LGCCH,Two year,No,No internet service,Mailed check,No,No
0447-BEMNG,Month-to-month,DSL,No,Bank transfer (automatic),Yes,Yes
4612-SSVHJ,Month-to-month,Fiber optic,No,Electronic check,Yes,No
5168-MQQCA,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
5949-XIKAE,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7971-HLVXI,Two year,Fiber optic,No,Credit card (automatic),Yes,No
9094-AZPHK,Month-to-month,Fiber optic,No,Electronic check,Yes,No
3649-JPUGY,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
4472-LVYGI,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
8372-JUXUI,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
3552-CTCYF,Two year,Fiber optic,No,Bank transfer (automatic),Yes,No
6778-YSNIH,Month-to-month,DSL,No,Electronic check,Yes,No
0388-EOPEX,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
5756-OZRIO,One year,DSL,No,Bank transfer (automatic),No,No
6579-JPICP,Month-to-month,No,No internet service,Mailed check,No,No
8205-OTCHB,One year,DSL,No,Bank transfer (automatic),Yes,Yes
4134-BSXLX,Month-to-month,DSL,Yes,Mailed check,No,No
0505-SPOOW,Two year,No,No internet service,Bank transfer (automatic),No,No
6235-VDHOM,Month-to-month,DSL,No,Electronic check,No,Yes
7783-YKGDV,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
4374-YMUSQ,One year,Fiber optic,Yes,Credit card (automatic),No,No
4513-CXYIX,Two year,Fiber optic,No,Credit card (automatic),Yes,No
3957-HHLMR,One year,DSL,No,Bank transfer (automatic),No,No
7803-XOCCZ,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
5736-YEJAX,Two year,DSL,Yes,Credit card (automatic),Yes,No
5609-CEBID,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
8981-FJGLA,Month-to-month,Fiber optic,No,Mailed check,Yes,No
7218-HKQFK,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes
4636-QRJKY,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes
1135-LMECX,Month-to-month,No,No internet service,Mailed check,No,No
4332-MUOEZ,One year,Fiber optic,Yes,Credit card (automatic),No,No
8535-SFUTN,Month-to-month,Fiber optic,No,Electronic check,Yes,No
5956-VKDTT,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
8677-HDZEE,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
2475-MROZF,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes,No
9412-GHEEC,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),No,Yes
3482-ABPKK,One year,DSL,Yes,Mailed check,No,No
6705-LXORM,Month-to-month,Fiber optic,No,Electronic check,No,No
0257-ZESQC,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
7531-GQHME,Month-to-month,No,No internet service,Credit card (automatic),No,No
5174-ITUMV,One year,Fiber optic,No,Electronic check,Yes,No
4109-CYRBD,Month-to-month,DSL,No,Electronic check,Yes,No
0913-XWSCN,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
6825-UYPFK,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,Yes
8397-MVTAZ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0750-EBAIU,One year,Fiber optic,No,Electronic check,No,No
8606-CIQUL,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
3571-DPYUH,One year,Fiber optic,Yes,Credit card (automatic),Yes,No
7601-GNDYK,Two year,No,No internet service,Mailed check,No,No
0356-OBMAC,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
8067-NIOYM,Two year,No,No internet service,Credit card (automatic),Yes,No
1403-GYAFU,Two year,No,No internet service,Credit card (automatic),No,No
4234-XTNEA,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1297-VQDRP,One year,Fiber optic,Yes,Credit card (automatic),Yes,No
9282-IZGQK,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
5348-CAGXB,Month-to-month,Fiber optic,No,Electronic check,Yes,No
0621-HJWXJ,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
5844-QVTAT,One year,DSL,No,Mailed check,Yes,No
8905-IAZPF,One year,Fiber optic,No,Credit card (automatic),Yes,No
5394-MEITZ,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
6859-QNXIQ,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
2782-LFZVW,Month-to-month,DSL,No,Mailed check,Yes,No
2866-IKBTM,Month-to-month,No,No internet service,Mailed check,No,No
1342-JPNKI,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
2817-NTQDO,Month-to-month,DSL,Yes,Credit card (automatic),Yes,Yes
7129-AZJDE,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
6986-IJDHX,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
2560-PPCHE,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
4676-MQUEA,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
8138-EALND,Month-to-month,No,No internet service,Mailed check,No,No
3580-HYCSP,Two year,Fiber optic,No,Bank transfer (automatic),Yes,No
1352-HNSAW,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
2075-PUEPR,Two year,No,No internet service,Bank transfer (automatic),No,No
1982-FEBTD,Two year,No,No internet service,Credit card (automatic),Yes,No
5301-GAUUY,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
5791-KAJFD,One year,DSL,No,Bank transfer (automatic),Yes,No
2654-VBVPB,Month-to-month,No,No internet service,Bank transfer (automatic),No,No
1154-HYWWO,One year,DSL,Yes,Mailed check,No,No
2501-XWWTZ,Month-to-month,Fiber optic,No,Electronic check,No,No
3716-UVSPD,Month-to-month,DSL,Yes,Electronic check,Yes,No
6815-ABQFQ,One year,Fiber optic,Yes,Electronic check,Yes,No
7343-EOBEU,Month-to-month,No,No internet service,Mailed check,Yes,No
3701-SFMUH,Month-to-month,DSL,No,Credit card (automatic),No,No
6103-LIANB,Two year,Fiber optic,No,Credit card (automatic),Yes,No
7319-VENRZ,Month-to-month,DSL,Yes,Bank transfer (automatic),No,No
5846-NEQVZ,Two year,DSL,Yes,Credit card (automatic),Yes,No
6967-QIQRV,One year,Fiber optic,Yes,Electronic check,No,No
5781-RFZRP,Two year,DSL,Yes,Credit card (automatic),No,No
0939-YAPAF,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0308-IVGOK,One year,DSL,Yes,Credit card (automatic),Yes,No
7293-LSCDV,Two year,No,No internet service,Credit card (automatic),Yes,No
7025-WCBNE,Two year,DSL,Yes,Bank transfer (automatic),No,No
5756-JYOJT,One year,DSL,Yes,Credit card (automatic),No,No
4710-FDUIZ,One year,Fiber optic,No,Credit card (automatic),No,Yes
6030-REHUX,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
9548-LIGTA,Two year,DSL,Yes,Mailed check,Yes,No
5150-LJNSR,One year,Fiber optic,No,Bank transfer (automatic),No,No
8270-RKSAP,Month-to-month,Fiber optic,No,Electronic check,Yes,No
6522-YRBXD,Month-to-month,Fiber optic,No,Electronic check,Yes,No
2640-LYMOV,Month-to-month,No,No internet service,Mailed check,Yes,No
1218-VKFPE,Month-to-month,No,No internet service,Mailed check,No,Yes
3627-FHKBK,Month-to-month,Fiber optic,No,Mailed check,No,Yes
2865-TCHJW,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1423-BMPBQ,Month-to-month,No,No internet service,Mailed check,Yes,No
2393-DIVAI,Month-to-month,No,No internet service,Mailed check,Yes,No
5192-EBGOV,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4568-KNYWR,Two year,DSL,No,Credit card (automatic),Yes,No
8752-IMQOS,One year,No,No internet service,Mailed check,No,No
0742-LAFQK,Two year,Fiber optic,No,Electronic check,Yes,No
0795-LAFGP,Two year,DSL,Yes,Electronic check,No,No
0619-OLYUR,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
5512-IDZEI,One year,No,No internet service,Electronic check,No,No
0459-SPZHJ,Two year,DSL,No,Credit card (automatic),No,No
0215-BQKGS,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
9244-ZVAPM,Month-to-month,DSL,No,Mailed check,No,No
0719-SYFRB,Month-to-month,DSL,Yes,Mailed check,Yes,Yes
8208-EUMTE,Two year,DSL,Yes,Mailed check,No,No
5172-MIGPM,Month-to-month,DSL,Yes,Mailed check,No,No
1710-RCXUS,One year,Fiber optic,No,Credit card (automatic),Yes,No
0374-FIUCA,Two year,No,No internet service,Credit card (automatic),Yes,No
5839-SUYVZ,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes,No
5173-ZXXXL,One year,No,No internet service,Mailed check,No,No
1096-ADRUX,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
2001-MCUUW,Two year,Fiber optic,Yes,Electronic check,No,No
2731-GJRDG,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
4723-BEGSG,Two year,DSL,Yes,Credit card (automatic),No,No
6516-NKQBO,Two year,DSL,Yes,Credit card (automatic),No,No
8672-OAUPW,One year,DSL,Yes,Credit card (automatic),No,No
8207-DMRVL,Two year,Fiber optic,Yes,Bank transfer (automatic),No,No
3419-SNJJD,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,Yes
6543-CPZMK,Month-to-month,DSL,No,Electronic check,Yes,Yes
4765-OXPPD,Month-to-month,DSL,Yes,Mailed check,No,Yes
2804-ETQDK,Two year,No,No internet service,Mailed check,No,No
6689-VRRTK,One year,Fiber optic,No,Credit card (automatic),Yes,No
7138-GIRSH,Two year,DSL,Yes,Bank transfer (automatic),No,No
9396-ZSFLL,Month-to-month,DSL,No,Mailed check,No,No
6464-KEXXH,Month-to-month,DSL,No,Credit card (automatic),Yes,No
7134-MJPDY,One year,Fiber optic,Yes,Credit card (automatic),Yes,No
5240-CAOYT,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
4059-IIEBK,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
4881-JVQOD,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
0516-UXRMT,One year,Fiber optic,No,Electronic check,Yes,No
4851-BQDNX,One year,Fiber optic,No,Electronic check,Yes,No
5148-HKFIR,Two year,No,No internet service,Mailed check,No,No
1009-IRMNA,Month-to-month,No,No internet service,Bank transfer (automatic),No,Yes
3003-CMDUU,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
5016-IBERQ,Month-to-month,Fiber optic,No,Electronic check,No,No
6797-UCJHZ,One year,Fiber optic,No,Credit card (automatic),No,No
2469-DTSGX,Two year,Fiber optic,Yes,Electronic check,No,No
4554-YGZIH,Month-to-month,Fiber optic,No,Credit card (automatic),No,Yes
5099-BAILX,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes
9931-KGHOA,Month-to-month,DSL,No,Bank transfer (automatic),No,No
1775-KWJKQ,Two year,DSL,Yes,Credit card (automatic),No,No
7665-VIGUD,One year,No,No internet service,Mailed check,No,No
9411-TPQQV,One year,DSL,Yes,Bank transfer (automatic),Yes,No
7207-RMRDB,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7954-MLBUN,Two year,Fiber optic,Yes,Bank transfer (automatic),No,No
2077-DDHJK,Two year,DSL,Yes,Credit card (automatic),No,No
4913-EHYUI,One year,Fiber optic,No,Bank transfer (automatic),Yes,Yes
0195-IESCP,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9574-BOSMD,Two year,No,No internet service,Bank transfer (automatic),No,No
4580-TMHJU,Month-to-month,DSL,No,Electronic check,No,Yes
0970-ETWGE,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4908-XAXAY,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
8404-VLQFB,Month-to-month,No,No internet service,Electronic check,Yes,No
1626-ERCMM,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0887-HJGAR,Month-to-month,DSL,No,Mailed check,Yes,Yes
2391-IPLOP,One year,DSL,Yes,Electronic check,Yes,No
5644-PDMZC,Month-to-month,Fiber optic,No,Electronic check,No,Yes
3509-GWQGF,Month-to-month,Fiber optic,No,Credit card (automatic),No,No
9576-ANLXO,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
2024-BASKD,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
5845-BZZIB,Two year,No,No internet service,Mailed check,No,No
1140-UKVZG,Month-to-month,No,No internet service,Mailed check,No,No
4160-AMJTL,Month-to-month,No,No internet service,Electronic check,No,Yes
5183-SNMJQ,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes,No
8100-PNJMH,Two year,DSL,Yes,Credit card (automatic),Yes,No
7838-LAZFO,One year,DSL,No,Bank transfer (automatic),No,No
4464-JCOLN,One year,No,No internet service,Mailed check,No,Yes
2085-JVGAD,Month-to-month,No,No internet service,Bank transfer (automatic),No,No
5650-VDUDS,Month-to-month,DSL,No,Mailed check,Yes,Yes
8095-WANWK,Month-to-month,DSL,No,Mailed check,No,No
3030-ZKIWL,Month-to-month,No,No internet service,Mailed check,No,No
9565-FLVCG,Two year,DSL,No,Mailed check,Yes,No
8755-OGKNA,Two year,No,No internet service,Bank transfer (automatic),No,No
2800-VEQXM,Month-to-month,Fiber optic,No,Mailed check,Yes,No
7538-GWHML,Month-to-month,Fiber optic,No,Electronic check,No,Yes
5533-RJFTJ,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
3859-CVCET,Month-to-month,DSL,No,Mailed check,No,Yes
0214-JHPFW,Two year,DSL,Yes,Bank transfer (automatic),No,No
5642-MHDQT,One year,No,No internet service,Bank transfer (automatic),Yes,No
3088-FVYWK,Two year,No,No internet service,Credit card (automatic),No,No
3276-HDUEG,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
9092-GDZKO,Month-to-month,No,No internet service,Credit card (automatic),Yes,No
0823-HSCDJ,Month-to-month,DSL,No,Electronic check,Yes,Yes
3729-OWRVL,Two year,Fiber optic,Yes,Electronic check,Yes,No
2324-AALNO,One year,No,No internet service,Bank transfer (automatic),No,No
0822-GAVAP,Month-to-month,DSL,No,Electronic check,Yes,Yes
5760-IFJOZ,Month-to-month,Fiber optic,No,Mailed check,No,No
2826-UWHIS,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
1448-PWKYE,Month-to-month,Fiber optic,No,Electronic check,No,Yes
7501-IWUNG,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
4957-TREIR,Month-to-month,DSL,Yes,Credit card (automatic),Yes,No
7251-LJBQN,One year,Fiber optic,Yes,Credit card (automatic),Yes,No
8040-MNRTF,Month-to-month,Fiber optic,No,Mailed check,No,No
1536-HBSWP,Month-to-month,DSL,Yes,Electronic check,Yes,No
5313-FPXWG,One year,No,No internet service,Bank transfer (automatic),Yes,No
0067-DKWBL,Month-to-month,DSL,No,Electronic check,Yes,Yes
0946-FKYTX,One year,DSL,No,Mailed check,No,No
5076-YVXCM,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
8262-COGGB,Month-to-month,No,No internet service,Mailed check,Yes,No
6663-JOCQO,One year,DSL,Yes,Bank transfer (automatic),Yes,No
9620-QJREV,One year,No,No internet service,Credit card (automatic),No,No
2276-YDAVZ,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
2682-KEVRP,One year,No,No internet service,Mailed check,Yes,No
2480-JZOSN,Month-to-month,No,No internet service,Mailed check,Yes,No
0078-XZMHT,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
5896-NPFWW,Month-to-month,DSL,No,Electronic check,Yes,Yes
9978-HYCIN,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
8338-QIUNR,Two year,DSL,Yes,Credit card (automatic),Yes,No
1525-LNLOJ,Two year,DSL,No,Bank transfer (automatic),Yes,No
